Time,O1,H1,L1,C1,V1,O2,H2,L2,C2,V2
2019-01-04 10:27:00 +0800 +08,146.54,146.62,146.2,146.5,24518.6213858,146.56,146.59,146.5,146.53,14915.282966000002
2019-01-04 10:28:00 +0800 +08,146.51,146.56,146.12,146.52,15489.501827500002,146.56,146.56,146.5,146.52,17742.291103
2019-01-04 10:29:00 +0800 +08,146.5,146.67,146.48,146.58,19178.392361699996,146.52,146.63,146.52,146.55,10676.485704
2019-01-04 10:30:00 +0800 +08,146.59,146.7,146.53,146.65,15378.554358100002,146.57,146.7,146.55,146.66,27187.517252999998
2019-01-04 10:31:00 +0800 +08,146.65,146.7,146.01,146.55,56446.72168849999,146.68,146.68,146.54,146.54,20511.171657
2019-01-04 10:32:00 +0800 +08,146.44,146.65,146.44,146.54,29536.07804929999,146.55,146.62,146.54,146.62,14090.945519
2019-01-04 10:33:00 +0800 +08,146.55,146.57,146.13,146.51,33066.152749700006,146.56,146.59,146.47,146.55,22979.982667
2019-01-04 10:34:00 +0800 +08,146.42,146.57,146.4,146.47,25694.09739229999,146.55,146.57,146.43,146.5,15968.034643
2019-01-04 10:35:00 +0800 +08,146.45,146.55,146.12,146.45,20556.8772296,146.49,146.53,146.43,146.51,8134.227984
2019-01-04 10:36:00 +0800 +08,146.47,146.55,146.45,146.48,21012.114907199993,146.47,146.58,146.4,146.4,14469.214267
2019-01-04 10:37:00 +0800 +08,146.51,146.7,146.51,146.66,18782.2075544,146.51,146.65,146.49,146.65,11605.46254
2019-01-04 10:38:00 +0800 +08,146.71,146.89,146.66,146.86,16998.969034899994,146.68,146.85,146.68,146.85,18559.265728000006
2019-01-04 10:39:00 +0800 +08,146.9,146.91,146.79,146.87,14254.256447599999,146.87,146.91,146.72,146.8,13526.135929000002
2019-01-04 10:40:00 +0800 +08,146.85,147.17,146.84,147.07,22934.117401,146.84,147.01,146.84,146.99,15932.370429
2019-01-04 10:41:00 +0800 +08,147.05,147.13,147.04,147.06,19078.1428172,147,147.07,146.97,147.02,16245.110021
2019-01-04 10:42:00 +0800 +08,147.06,147.07,146.91,146.99,10794.1156952,147,147.06,146.98,146.98,10612.624629
2019-01-04 10:43:00 +0800 +08,146.97,147.04,146.95,146.97,23762.53028350001,146.97,147,146.97,146.99,11095.497623999998
2019-01-04 10:44:00 +0800 +08,147,147.07,146.97,147.02,18677.409366,147,147,146.99,147,11188.489989
2019-01-04 10:45:00 +0800 +08,147.02,147.02,146.97,146.99,20495.883184399994,147,147.01,146.99,147.01,8536.867582000003
2019-01-04 10:46:00 +0800 +08,147.01,147.01,146.72,146.84,25580.5283087,147.01,147.01,146.79,146.84,12406.499314
2019-01-04 10:47:00 +0800 +08,146.77,146.82,146.69,146.76,14271.4696857,146.83,146.83,146.68,146.69,13076.116318000002
2019-01-04 10:48:00 +0800 +08,146.63,146.98,146.63,146.85,16244.754965899996,146.69,146.82,146.69,146.82,12238.380282000002
2019-01-04 10:49:00 +0800 +08,146.81,146.83,146.65,146.67,14794.565559899998,146.78,146.79,146.6,146.66,7761.982923
2019-01-04 10:50:00 +0800 +08,146.67,146.8,146.6,146.74,16098.898489700001,146.64,146.71,146.62,146.71,24574.824704
2019-01-04 10:51:00 +0800 +08,146.7,146.76,146.7,146.75,9232.5364281,146.71,146.72,146.68,146.7,4818.43484
2019-01-04 10:52:00 +0800 +08,146.75,146.76,146.64,146.67,11153.526593799994,146.71,146.71,146.68,146.68,12220.449798000001
2019-01-04 10:53:00 +0800 +08,146.73,146.89,146.67,146.73,11165.845306400004,146.68,146.76,146.67,146.72,14897.425888999998
2019-01-04 10:54:00 +0800 +08,146.7,146.79,146.7,146.75,11376.6510447,146.71,146.77,146.63,146.77,6333.137564000001
2019-01-04 10:55:00 +0800 +08,146.73,146.77,146.73,146.76,8055.8637057,146.72,146.74,146.72,146.72,15615.352876
2019-01-04 10:56:00 +0800 +08,146.77,146.83,146.76,146.77,11331.988246500001,146.72,146.78,146.72,146.75,15860.415246000002
2019-01-04 10:57:00 +0800 +08,146.79,146.83,146.78,146.81,9330.995144,146.75,146.8,146.73,146.78,11792.041465
2019-01-04 10:58:00 +0800 +08,146.82,146.82,146.77,146.77,7633.479447600001,146.8,146.81,146.74,146.76,7780.213211
2019-01-04 10:59:00 +0800 +08,146.81,146.81,146.77,146.78,9330.684056399996,146.76,146.76,146.74,146.76,2499.770916
2019-01-04 11:00:00 +0800 +08,146.78,146.89,146.77,146.81,9043.791581799998,146.75,146.81,146.74,146.77,14280.360755
2019-01-04 11:01:00 +0800 +08,146.82,146.87,146.76,146.83,10371.903679799998,146.76,146.81,146.74,146.77,4596.481527999999
2019-01-04 11:02:00 +0800 +08,146.84,146.87,146.79,146.85,13273.8056601,146.78,146.79,146.73,146.78,4278.358217
2019-01-04 11:03:00 +0800 +08,146.84,146.93,146.67,146.74,18169.92157669999,146.78,146.79,146.71,146.75,16002.859229
2019-01-04 11:04:00 +0800 +08,146.79,146.79,146.43,146.43,24113.809158499997,146.75,146.75,146.49,146.51,18800.633271
2019-01-04 11:05:00 +0800 +08,146.42,146.46,146.39,146.4,18855.120566999998,146.44,146.5,146.44,146.48,8658.072865000002
2019-01-04 11:06:00 +0800 +08,146.4,146.45,146.33,146.44,9073.759944000003,146.48,146.49,146.43,146.45,12107.309382000001
2019-01-04 11:07:00 +0800 +08,146.44,146.45,146.35,146.4,9347.9571998,146.49,146.49,146.41,146.42,14112.900040999999
2019-01-04 11:08:00 +0800 +08,146.38,146.42,146.29,146.32,12270.2766399,146.42,146.42,146.37,146.37,10097.121758
2019-01-04 11:09:00 +0800 +08,146.36,146.36,146.27,146.3,12790.432800000004,146.38,146.38,146.31,146.34,19113.154266000005
2019-01-04 11:10:00 +0800 +08,146.29,146.3,146.24,146.25,13570.976708799999,146.34,146.4,146.28,146.32,6272.753055
2019-01-04 11:11:00 +0800 +08,146.28,146.3,146.23,146.25,13250.645818500005,146.28,146.35,146.28,146.32,6043.638548
2019-01-04 11:12:00 +0800 +08,146.28,146.29,146.12,146.2,13212.183348099998,146.33,146.33,146.25,146.25,6360.659067000001
2019-01-04 11:13:00 +0800 +08,146.2,146.24,146.2,146.23,4844.0296241,146.25,146.26,146.19,146.26,8699.54376
2019-01-04 11:14:00 +0800 +08,146.23,146.42,146.22,146.41,8773.503685499998,146.27,146.37,146.27,146.37,16826.407714
2019-01-04 11:15:00 +0800 +08,146.39,146.45,146.38,146.41,11924.930306799999,146.45,146.52,146.41,146.5,6433.805088000001
2019-01-04 11:16:00 +0800 +08,146.45,146.51,146.4,146.46,15068.136225300002,146.51,146.51,146.44,146.48,11393.930617999999
2019-01-04 11:17:00 +0800 +08,146.43,146.55,146.41,146.53,9736.4376112,146.48,146.6,146.45,146.48,10413.318657000002
2019-01-04 11:18:00 +0800 +08,146.51,146.57,146.45,146.53,8959.8178307,146.52,146.59,146.49,146.49,11007.966336000003
2019-01-04 11:19:00 +0800 +08,146.51,146.6,146.49,146.56,20764.3565877,146.56,146.66,146.56,146.6,8836.049663999998
2019-01-04 11:20:00 +0800 +08,146.57,146.68,146.53,146.6,17164.419948099996,146.6,146.69,146.58,146.69,11692.197143000003
2019-01-04 11:21:00 +0800 +08,146.6,146.68,146.56,146.65,15028.1273665,146.63,146.66,146.6,146.65,5959.6643189999995
2019-01-04 11:22:00 +0800 +08,146.65,146.67,146.64,146.67,10859.983681900001,146.62,146.72,146.62,146.69,13746.87987
2019-01-04 11:23:00 +0800 +08,146.67,146.8,146.64,146.79,6467.693884100002,146.69,146.81,146.69,146.81,18563.619961999997
2019-01-04 11:24:00 +0800 +08,146.76,146.89,146.76,146.87,17324.731480600003,146.87,146.87,146.77,146.82,10496.050733
2019-01-04 11:25:00 +0800 +08,146.82,146.82,146.42,146.63,20408.8060463,146.87,146.87,146.57,146.64,9817.948469
2019-01-04 11:26:00 +0800 +08,146.61,146.75,146.38,146.75,7275.171188500001,146.56,146.73,146.56,146.73,5505.964062
2019-01-04 11:27:00 +0800 +08,146.76,146.78,146.69,146.73,6377.556706,146.71,146.79,146.66,146.66,2425.622101
2019-01-04 11:28:00 +0800 +08,146.72,146.84,146.68,146.84,7333.766467099999,146.71,146.87,146.69,146.79,13816.929116
2019-01-04 11:29:00 +0800 +08,147.07,147.07,146.86,147.03,19049.5030119,146.91,146.96,146.84,146.92,7152.180134000001
2019-01-04 11:30:00 +0800 +08,147.04,147.34,147.04,147.23,13377.397012099995,146.94,147.21,146.94,147.21,17961.197659999998
2019-01-04 11:31:00 +0800 +08,147.16,147.28,146.85,147.18,11080.451484799998,147.2,147.26,147.09,147.12,12261.297367
2019-01-04 11:32:00 +0800 +08,147.19,147.29,147.18,147.28,8002.9054183,147.16,147.26,147.16,147.26,17069.090672999995
2019-01-04 11:33:00 +0800 +08,147.27,147.34,147.2,147.28,14812.900502400002,147.21,147.26,147.2,147.26,13058.911036999998
2019-01-04 11:34:00 +0800 +08,147.27,147.35,147.23,147.33,6366.918209700002,147.23,147.33,147.21,147.31,14423.767374
2019-01-04 11:35:00 +0800 +08,147.34,147.41,147.34,147.41,8137.522068300001,147.31,147.37,147.23,147.24,13157.469484
2019-01-04 11:36:00 +0800 +08,147.41,147.59,147.41,147.57,12834.086188899999,147.37,147.57,147.34,147.51,26114.881970000006
2019-01-04 11:37:00 +0800 +08,147.55,147.8,147.5,147.69,45307.9048064,147.51,147.71,147.49,147.69,26866.494035999993
2019-01-04 11:38:00 +0800 +08,147.68,147.87,147.65,147.81,20155.0131374,147.69,147.76,147.69,147.74,16760.50288
2019-01-04 11:39:00 +0800 +08,147.82,147.83,147.72,147.8,10939.7088235,147.74,147.76,147.7,147.76,26332.915485999994
2019-01-04 11:40:00 +0800 +08,147.81,147.88,147.71,147.88,36638.2784161,147.76,147.87,147.76,147.87,31044.511488000004
2019-01-04 11:41:00 +0800 +08,147.86,148.37,147.86,148.26,21940.47028080001,147.89,148.27,147.87,148.19,37723.21373900002
2019-01-04 11:42:00 +0800 +08,148.35,148.78,148.31,148.69,34357.90368140001,148.26,148.67,148.25,148.66,27488.997693000005
2019-01-04 11:43:00 +0800 +08,148.7,148.7,148.2,148.27,17352.477867299993,148.66,148.66,148.25,148.26,20178.594719999997
2019-01-04 11:44:00 +0800 +08,148.26,148.4,148.24,148.31,22387.759658300005,148.26,148.46,148.25,148.36,26929.204309000004
2019-01-04 11:45:00 +0800 +08,148.31,148.4,148.25,148.27,32421.592317900002,148.35,148.39,148.25,148.27,27539.071115
2019-01-04 11:46:00 +0800 +08,148.25,148.49,148.25,148.4,19124.57127790001,148.32,148.43,148.25,148.4,23698.618188999997
2019-01-04 11:47:00 +0800 +08,148.39,148.46,148.39,148.45,12367.663761999998,148.44,148.56,148.4,148.53,15169.035274000002
2019-01-04 11:48:00 +0800 +08,148.45,149.01,148.45,148.85,38826.13530849998,148.54,148.91,148.49,148.91,25712.135890000005
2019-01-04 11:49:00 +0800 +08,148.93,149.72,148.88,149.72,31304.930341299994,148.88,149.62,148.88,149.54,32477.131320999993
2019-01-04 11:50:00 +0800 +08,149.7,150.5,149.7,150.21,45182.327884599996,149.64,150.38,149.59,150.09,23788.164005000002
2019-01-04 11:51:00 +0800 +08,150.21,150.3,149.3,149.69,49797.51055950001,150.09,150.19,149.43,149.62,32980.388698999996
2019-01-04 11:52:00 +0800 +08,149.74,150.39,149.67,150.15,53014.37284289998,149.64,150.16,149.62,150.06,34632.407437
2019-01-04 11:53:00 +0800 +08,150.17,150.62,150.06,150.18,35699.0057195,150.07,150.28,150.04,150.18,32245.202436000003
2019-01-04 11:54:00 +0800 +08,150.12,150.81,150,150.74,32602.827590199995,150.14,150.52,149.98,150.45,40879.59529900001
2019-01-04 11:55:00 +0800 +08,150.59,151.04,150.41,150.42,45839.413693200004,150.46,151,150.46,150.53,22223.610356
2019-01-04 11:56:00 +0800 +08,150.49,150.7,150.31,150.31,34296.137611,150.5,150.67,150.46,150.49,13738.187710999999
2019-01-04 11:57:00 +0800 +08,150.45,150.45,150.01,150.29,47255.62962210001,150.38,150.38,150.03,150.22,36264.02705800001
2019-01-04 11:58:00 +0800 +08,150.29,150.45,150.2,150.45,28592.7435285,150.22,150.36,150.18,150.36,21321.829858999998
2019-01-04 11:59:00 +0800 +08,150.42,150.55,150.4,150.54,29086.989022499998,150.32,150.43,150.31,150.41,20262.719008000007
2019-01-04 12:00:00 +0800 +08,150.52,150.86,150.52,150.83,20857.237153800004,150.39,150.67,150.38,150.67,26246.582385
2019-01-04 12:01:00 +0800 +08,150.77,151.77,150.77,151.71,42044.026415199995,150.65,151.57,150.65,151.55,36318.113234000004
2019-01-04 12:02:00 +0800 +08,151.59,151.68,151.25,151.29,51141.35532009999,151.55,151.55,151.2,151.23,24043.151553
2019-01-04 12:03:00 +0800 +08,151.25,151.3,150.77,151,139706.87895679998,151.2,151.2,150.83,150.85,23292.833624999996
2019-01-04 12:04:00 +0800 +08,150.91,151,150.23,150.74,44126.4835568,150.84,150.84,150.46,150.68,28071.596297000007
2019-01-04 12:05:00 +0800 +08,150.78,150.81,150,150.2,24527.944411600005,150.68,150.72,150.2,150.22,26392.819142000004
2019-01-04 12:06:00 +0800 +08,150.31,150.49,150,150.45,112551.3505263,150.24,150.47,150.21,150.34,30920.65218
2019-01-04 12:07:00 +0800 +08,150.44,150.8,150.35,150.68,39737.361411000005,150.44,150.56,150.31,150.56,34012.99653
2019-01-04 12:08:00 +0800 +08,150.69,150.7,150.52,150.64,35137.967331600004,150.48,150.57,150.35,150.44,30185.151191
2019-01-04 12:09:00 +0800 +08,150.59,150.63,150.45,150.54,54240.418638999996,150.57,150.57,150.44,150.47,21442.023879000004
2019-01-04 12:10:00 +0800 +08,150.56,150.56,150.45,150.51,32925.4947113,150.53,150.53,150.4,150.44,17779.396881999997
2019-01-04 12:11:00 +0800 +08,150.41,150.5,150.2,150.43,41608.608792600004,150.4,150.44,150.24,150.32,21041.095237
2019-01-04 12:12:00 +0800 +08,150.4,150.67,150.33,150.66,38195.25250220002,150.34,150.5,150.28,150.5,39961.281962
2019-01-04 12:13:00 +0800 +08,150.66,150.9,150.63,150.79,26254.265158699996,150.51,150.67,150.42,150.6,41791.389274999994
2019-01-04 12:14:00 +0800 +08,150.82,150.83,150.5,150.75,38777.652248200015,150.63,150.66,150.41,150.48,23178.638966000002
2019-01-04 12:15:00 +0800 +08,150.73,150.95,150.52,150.63,33447.5455446,150.52,150.52,150.41,150.47,21037.822721
2019-01-04 12:16:00 +0800 +08,150.63,150.7,150.33,150.62,26427.4759335,150.44,150.47,150.31,150.41,26739.462959000004
2019-01-04 12:17:00 +0800 +08,150.54,150.65,150.32,150.55,24075.668225899994,150.46,150.46,150.28,150.38,18133.000310000003
2019-01-04 12:18:00 +0800 +08,150.55,151.06,150.51,150.96,21778.19954349999,150.41,150.81,150.38,150.81,29555.240152999995
2019-01-04 12:19:00 +0800 +08,150.93,151.03,150.8,151,42077.4642071,150.76,150.81,150.66,150.74,18752.41288
2019-01-04 12:20:00 +0800 +08,151,151.3,150.86,150.86,41850.88384989999,150.83,150.98,150.74,150.76,26958.244333
2019-01-04 12:21:00 +0800 +08,150.86,150.86,150.2,150.65,26266.689914799997,150.72,150.73,150.06,150.3,17238.133707999998
2019-01-04 12:22:00 +0800 +08,150.56,150.8,150.47,150.62,36608.36764239999,150.58,150.61,150.34,150.5,27393.889718000002
2019-01-04 12:23:00 +0800 +08,150.6,150.63,150.39,150.4,77236.80538789999,150.47,150.48,150.25,150.25,32778.258499
2019-01-04 12:24:00 +0800 +08,150.4,150.62,150.36,150.53,22831.408913300013,150.24,150.41,150.24,150.38,22185.759806
2019-01-04 12:25:00 +0800 +08,150.53,150.53,150.35,150.42,21380.979248699994,150.38,150.38,150.23,150.25,20545.651319000004
2019-01-04 12:26:00 +0800 +08,150.43,150.45,149.93,150.15,29260.618233599995,150.26,150.28,149.99,149.99,18825.000238999997
2019-01-04 12:27:00 +0800 +08,150.1,150.1,149.79,149.8,34789.77069640001,150.06,150.06,149.75,149.75,19006.050080999998
2019-01-04 12:28:00 +0800 +08,149.8,150.04,149.73,150.04,41959.10107419999,149.7,149.94,149.68,149.84,28740.142972
2019-01-04 12:29:00 +0800 +08,150.04,150.22,149.82,150.22,26249.601155799995,149.89,150.15,149.89,150.15,36166.747035
2019-01-04 12:30:00 +0800 +08,150.27,150.75,150.18,150.27,32912.2093954,150.24,150.38,150.21,150.31,19689.281643
2019-01-04 12:31:00 +0800 +08,150.28,150.32,150.13,150.17,32135.631996399992,150.31,150.32,150.2,150.2,18590.355762
2019-01-04 12:32:00 +0800 +08,150.18,150.18,150,150.06,28492.7834592,150.2,150.21,150.09,150.17,18155.937305000007
2019-01-04 12:33:00 +0800 +08,150.06,150.07,149.93,149.97,23640.605684199996,150.17,150.17,150.09,150.09,9957.149008000002
2019-01-04 12:34:00 +0800 +08,149.9,149.98,149.82,149.88,23605.700722500005,150.09,150.12,149.95,150.01,21376.476712999996
2019-01-04 12:35:00 +0800 +08,149.92,149.92,149.7,149.76,25537.734362900002,149.99,149.99,149.88,149.88,17217.937002000002
2019-01-04 12:36:00 +0800 +08,149.8,149.92,149.54,149.57,25042.6636069,149.9,149.97,149.66,149.69,28080.506671
2019-01-04 12:37:00 +0800 +08,149.56,149.99,149.55,149.95,27982.577360799998,149.69,149.95,149.64,149.95,22006.647254000003
2019-01-04 12:38:00 +0800 +08,149.97,149.97,149.85,149.91,19410.180410000004,149.96,150,149.91,149.91,11521.598753000002
2019-01-04 12:39:00 +0800 +08,149.9,149.93,149.77,149.8,29403.811891299996,149.92,149.92,149.84,149.84,13367.465034
2019-01-04 12:40:00 +0800 +08,149.79,149.89,149.77,149.8,22451.2250186,149.87,149.93,149.77,149.81,20761.801714999998
2019-01-04 12:41:00 +0800 +08,149.82,149.88,149.57,149.83,23219.700684900003,149.8,149.9,149.78,149.9,20441.630049999996
2019-01-04 12:42:00 +0800 +08,149.83,150.14,149.83,150.09,32923.4718795,149.88,150.08,149.86,150.06,25901.245639
2019-01-04 12:43:00 +0800 +08,150.14,150.21,150.05,150.15,37161.5950528,150.04,150.21,150.02,150.14,19896.132644999994
2019-01-04 12:44:00 +0800 +08,150.14,150.22,150.07,150.16,32332.723176699998,150.09,150.22,150.09,150.14,23886.700351
2019-01-04 12:45:00 +0800 +08,150.16,150.17,150,150.03,24727.849272500003,150.1,150.13,149.93,150,22898.602498000004
2019-01-04 12:46:00 +0800 +08,150,150.15,150,150.15,12472.7533556,150,150.12,149.99,150.12,15769.576350000001
2019-01-04 12:47:00 +0800 +08,150.15,150.22,150.09,150.2,36640.8710769,150.13,150.16,149.96,150.13,28414.424389000003
2019-01-04 12:48:00 +0800 +08,150.21,150.32,150.21,150.3,18245.760774099996,150.16,150.26,150.16,150.25,17733.038473
2019-01-04 12:49:00 +0800 +08,150.3,150.35,150.22,150.22,30107.522006599997,150.19,150.25,150.15,150.21,34788.155346
2019-01-04 12:50:00 +0800 +08,150.24,150.27,150.14,150.2,26841.489298599998,150.13,150.19,150.02,150.07,20544.503094999996
2019-01-04 12:51:00 +0800 +08,150.22,150.25,150.2,150.24,19217.205633799997,150.07,150.16,149.98,150.15,19414.292955999998
2019-01-04 12:52:00 +0800 +08,150.23,150.26,150.21,150.24,13097.325849900002,150.15,150.24,150.15,150.19,17906.096333999998
2019-01-04 12:53:00 +0800 +08,150.25,150.32,150.24,150.3,29590.7374518,150.19,150.25,150.19,150.25,19111.588288000003
2019-01-04 12:54:00 +0800 +08,150.31,150.5,150.3,150.48,21933.423036399996,150.25,150.42,150.25,150.36,5318.773392
2019-01-04 12:55:00 +0800 +08,150.47,150.51,150.42,150.51,24288.51670839999,150.43,150.43,150.37,150.38,19009.242305000014
2019-01-04 12:56:00 +0800 +08,150.5,150.64,150.5,150.64,26514.2600007,150.38,150.47,150.38,150.45,16469.901836
2019-01-04 12:57:00 +0800 +08,150.63,151.1,150.56,151,36770.449926,150.5,150.96,150.5,150.88,24285.978240999997
2019-01-04 12:58:00 +0800 +08,151,151.44,150.87,151.43,54336.00549899998,150.91,151.32,150.76,151.32,29315.392481999992
2019-01-04 12:59:00 +0800 +08,151.38,151.64,151.23,151.32,33293.4813849,151.31,151.45,151.1,151.29,28856.704188000007
2019-01-04 13:00:00 +0800 +08,151.34,151.34,150.97,151.29,25188.964410099994,151.29,151.29,151,151.18,22977.700935999997
2019-01-04 13:01:00 +0800 +08,151.28,151.53,151.27,151.45,33993.69458489999,151.16,151.44,151.16,151.36,27856.536079000005
2019-01-04 13:02:00 +0800 +08,151.45,151.52,150.8,150.97,56549.328311999976,151.37,151.38,150.83,150.92,27918.525971999996
2019-01-04 13:03:00 +0800 +08,151.06,151.11,150.78,150.84,60534.756153600014,151,151,150.71,150.73,17945.648923999997
2019-01-04 13:04:00 +0800 +08,150.86,151.13,150.81,151.11,39853.71035659999,150.71,150.94,150.7,150.88,29138.226202999995
2019-01-04 13:05:00 +0800 +08,151.07,151.26,151.07,151.17,18895.005925899997,150.94,151.17,150.94,151.12,19578.962672999998
2019-01-04 13:06:00 +0800 +08,151.18,151.22,151.03,151.12,20237.286551499994,151.13,151.17,150.97,151.03,33962.266060999995
2019-01-04 13:07:00 +0800 +08,151.13,151.2,151.08,151.17,19932.4905151,151.05,151.18,151.03,151.18,21992.48226
2019-01-04 13:08:00 +0800 +08,151.16,152,151.05,151.23,40712.5574911,151.12,151.2,151.06,151.07,21379.574631
2019-01-04 13:09:00 +0800 +08,151.25,151.65,151.25,151.65,22683.1572212,151.13,151.47,151.13,151.37,25871.58968899999
2019-01-04 13:10:00 +0800 +08,151.51,151.62,151.25,151.45,23527.9720514,151.37,151.49,151.18,151.25,24611.139332000002
2019-01-04 13:11:00 +0800 +08,151.41,151.46,151.3,151.41,13710.4858416,151.21,151.31,151.21,151.31,16269.211811000001
2019-01-04 13:12:00 +0800 +08,151.44,151.44,151.22,151.36,18867.4404148,151.3,151.39,151.24,151.3,12845.866465000001
2019-01-04 13:13:00 +0800 +08,151.31,151.35,151.28,151.31,14710.171850499999,151.25,151.31,151.25,151.28,2144.021576
2019-01-04 13:14:00 +0800 +08,151.3,151.32,151.21,151.3,22389.409471300005,151.27,151.27,151.22,151.25,355.015148
2019-01-04 13:15:00 +0800 +08,151.31,151.4,151.3,151.35,14098.049161399991,151.25,151.3,151.24,151.26,9250.675141999998
2019-01-04 13:16:00 +0800 +08,151.35,151.41,151.21,151.3,31355.486705700012,151.26,151.26,151.17,151.21,24719.350835999998
2019-01-04 13:17:00 +0800 +08,151.29,151.3,151.06,151.21,27378.524907199997,151.18,151.23,151.12,151.14,11491.479994999998
2019-01-04 13:18:00 +0800 +08,151.2,151.21,150.88,150.94,48527.45804639999,151.14,151.16,150.9,150.95,13368.264943000002
2019-01-04 13:19:00 +0800 +08,150.88,150.95,150.56,150.78,33522.4119283,150.95,150.95,150.72,150.8,16637.730165
2019-01-04 13:20:00 +0800 +08,150.86,150.89,150.7,150.84,15156.217387899998,150.81,150.86,150.76,150.81,4352.028602
2019-01-04 13:21:00 +0800 +08,150.83,150.87,150.74,150.83,20053.3014575,150.79,150.82,150.76,150.82,20407.68792
2019-01-04 13:22:00 +0800 +08,150.83,150.84,150.56,150.71,16000.509302699997,150.85,150.86,150.66,150.72,9255.779088
2019-01-04 13:23:00 +0800 +08,150.72,150.72,150.56,150.56,18980.113330300006,150.74,150.74,150.61,150.61,17198.717249999998
2019-01-04 13:24:00 +0800 +08,150.6,150.6,150.3,150.4,22978.720603499994,150.61,150.61,150.39,150.43,7363.831800000001
2019-01-04 13:25:00 +0800 +08,150.41,150.61,150.3,150.56,27156.029369099993,150.44,150.57,150.39,150.56,16706.90066395792
2019-01-04 13:26:00 +0800 +08,150.59,150.6,150.46,150.52,19561.118316799995,150.59,150.66,150.57,150.63,26403.765760000006
2019-01-04 13:27:00 +0800 +08,150.51,150.55,150.33,150.36,24083.506703999996,150.6,150.63,150.45,150.54,17369.468972
2019-01-04 13:28:00 +0800 +08,150.39,150.77,150.34,150.49,26975.9193253,150.54,150.67,150.5,150.56,11558.955725
2019-01-04 13:29:00 +0800 +08,150.45,150.58,150.45,150.53,17045.743102099997,150.56,150.65,150.55,150.61,11092.097134999996
2019-01-04 13:30:00 +0800 +08,150.54,150.77,150.51,150.72,25229.308921899996,150.63,150.81,150.61,150.78,15709.245553000004
2019-01-04 13:31:00 +0800 +08,150.73,150.75,150.65,150.7,17224.884641000004,150.76,150.81,150.7,150.76,6424.03105
2019-01-04 13:32:00 +0800 +08,150.72,150.78,150.72,150.74,12876.329919500004,150.7,150.81,150.61,150.81,17828.496514000002
2019-01-04 13:33:00 +0800 +08,150.74,150.86,150.7,150.85,22621.273758099996,150.81,150.84,150.7,150.8,16419.444650999998
2019-01-04 13:34:00 +0800 +08,150.85,151.13,150.85,151.07,36107.2696442,150.88,151.16,150.88,150.97,19453.569253
2019-01-04 13:35:00 +0800 +08,151.05,151.46,151.05,151.41,33227.8837204,151.03,151.46,151.03,151.45,11982.501381
2019-01-04 13:36:00 +0800 +08,151.62,152.8,151.62,152.47,28507.282000500003,151.45,152.61,151.42,152.53,25965.511093999994
2019-01-04 13:37:00 +0800 +08,152.87,153.19,152.26,152.73,90862.5393034,152.61,153,152.32,152.67,25706.88014800001
2019-01-04 13:38:00 +0800 +08,152.65,153.26,152.4,153.21,38718.010820999996,152.69,153.26,152.36,153.2,22949.435893
2019-01-04 13:39:00 +0800 +08,153.21,153.38,152.61,152.68,42237.95930049999,153.22,153.22,152.49,152.52,27825.945518999997
2019-01-04 13:40:00 +0800 +08,152.75,153.19,152.69,152.9,55186.92729199999,152.52,152.9,152.52,152.9,25047.114937000006
2019-01-04 13:41:00 +0800 +08,152.9,153.1,152.88,153,75181.62124490003,152.8,153.12,152.8,153,23011.051997
2019-01-04 13:42:00 +0800 +08,152.99,153.19,152.9,153.19,35175.28411,152.97,153.06,152.92,153.06,34852.967388000005
2019-01-04 13:43:00 +0800 +08,153.19,153.5,153.15,153.35,36722.76593450001,153.06,153.41,153.06,153.25,29498.259570000006
2019-01-04 13:44:00 +0800 +08,153.33,153.44,153.01,153.01,30174.2435379,153.25,153.34,153.06,153.06,18743.178344999993
2019-01-04 13:45:00 +0800 +08,153.17,153.2,152.89,153.1,37253.60903070002,153.06,153.22,152.93,152.98,21601.890847
2019-01-04 13:46:00 +0800 +08,153.07,153.2,153.07,153.2,42080.863596899995,153,153.2,152.99,153.16,27321.288775999994
2019-01-04 13:47:00 +0800 +08,153.22,153.68,153.19,153.65,33238.00555940001,153.16,153.61,153.15,153.6,21652.637345999996
2019-01-04 13:48:00 +0800 +08,153.7,153.96,153.64,153.82,43312.99678149997,153.6,153.88,153.6,153.74,29042.661157999995
2019-01-04 13:49:00 +0800 +08,153.78,154.17,153.78,154.15,45176.70595909999,153.8,154.04,153.8,154.04,26896.584209999997
2019-01-04 13:50:00 +0800 +08,154.13,154.2,153.13,153.22,77802.5302895,154.05,154.13,153.34,153.34,32374.808319904845
2019-01-04 13:51:00 +0800 +08,152.96,153.69,152.96,153.36,39233.91507380001,153.34,153.68,153.34,153.45,25131.935810000003
2019-01-04 13:52:00 +0800 +08,153.39,153.44,153,153.17,39214.19283640002,153.45,153.47,153.11,153.28,15699.762907
2019-01-04 13:53:00 +0800 +08,153.17,153.17,152.88,152.92,70240.0300209,153.28,153.28,152.94,152.94,31122.949616
2019-01-04 13:54:00 +0800 +08,152.93,152.93,152.38,152.5,71247.9603392,152.91,152.91,152.5,152.5,26859.656540999997
2019-01-04 13:55:00 +0800 +08,152.45,152.8,152.39,152.79,43691.4841782,152.52,152.8,152.5,152.76,21087.593598
2019-01-04 13:56:00 +0800 +08,152.79,153,152.74,152.98,34103.1737438,152.74,152.94,152.74,152.94,18864.129857000004
