Time,O1,H1,L1,C1,V1,O2,H2,L2,C2,V2
2019-01-04 20:56:00 +0800 +08,149.93,150.1,149.93,150,20838.5252739,150,150.07,149.99,150.05,14489.868244999998
2019-01-04 20:57:00 +0800 +08,150.03,150.2,149.99,150.07,19034.62452540001,150.03,150.18,150.03,150.15,21579.992143999996
2019-01-04 20:58:00 +0800 +08,150.11,150.11,149.94,150,18755.519459099996,150.12,150.12,150.03,150.06,17881.673035
2019-01-04 20:59:00 +0800 +08,150,150,149.9,149.99,34867.2490883,150,150.1,149.94,149.95,15774.546643000001
2019-01-04 21:00:00 +0800 +08,149.92,149.99,149.72,149.78,47375.2774358,150.02,150.02,149.77,149.86,12542.264000000001
2019-01-04 21:01:00 +0800 +08,149.79,149.8,149.6,149.74,18744.946528300003,149.85,149.86,149.75,149.75,18424.394712
2019-01-04 21:02:00 +0800 +08,149.77,149.77,149.6,149.6,19860.845083199998,149.81,149.84,149.7,149.7,27723.650616
2019-01-04 21:03:00 +0800 +08,149.62,149.63,149.39,149.6,21913.937130900005,149.67,149.76,149.57,149.69,15835.447990000002
2019-01-04 21:04:00 +0800 +08,149.62,149.68,149.54,149.64,16417.582501599998,149.69,149.72,149.65,149.65,14815.577367999997
2019-01-04 21:05:00 +0800 +08,149.65,149.78,149.63,149.71,13760.724421399998,149.68,149.81,149.68,149.81,23170.094820000006
2019-01-04 21:06:00 +0800 +08,149.68,149.72,149.63,149.64,13314.871887499994,149.74,149.82,149.68,149.74,12922.010450000003
2019-01-04 21:07:00 +0800 +08,149.64,149.65,149.6,149.61,11357.3287488,149.72,149.72,149.68,149.68,9769.415831
2019-01-04 21:08:00 +0800 +08,149.6,149.65,149.6,149.64,19515.3384839,149.68,149.7,149.66,149.66,9011.969916
2019-01-04 21:09:00 +0800 +08,149.64,149.65,149.4,149.42,16796.586743,149.67,149.67,149.5,149.53,15501.277943000001
2019-01-04 21:10:00 +0800 +08,149.43,149.52,149.41,149.45,16104.4496625,149.49,149.68,149.48,149.66,13926.032816
2019-01-04 21:11:00 +0800 +08,149.44,149.49,148.91,148.91,29205.536236199987,149.57,149.57,148.98,149.11,22652.535954
2019-01-04 21:12:00 +0800 +08,148.92,149,148.65,149,67099.47777269997,149.18,149.18,148.93,149.06,21769.037835999996
2019-01-04 21:13:00 +0800 +08,148.98,149.01,148.93,149,23050.557288499997,149.12,149.22,149.1,149.2,28352.099001000002
2019-01-04 21:14:00 +0800 +08,149.01,149.08,148.96,149.06,29375.429395599996,149.2,149.34,149.19,149.27,22950.302475999997
2019-01-04 21:15:00 +0800 +08,149.05,149.15,149,149.08,20520.648072200005,149.2,149.27,149.16,149.22,10464.721359000001
2019-01-04 21:16:00 +0800 +08,149.07,149.08,148.99,148.99,15925.929025899997,149.22,149.22,149.16,149.16,16581.534143
2019-01-04 21:17:00 +0800 +08,149.03,149.06,148.92,148.98,8275.570174199998,149.14,149.2,149.11,149.11,17982.250938
2019-01-04 21:18:00 +0800 +08,148.98,148.98,148.8,148.87,19233.440704700002,149.19,149.26,148.99,149.11,16567.558303000005
2019-01-04 21:19:00 +0800 +08,148.87,148.94,148.84,148.93,22244.907559499992,149.05,149.16,148.96,149.05,17762.404206
2019-01-04 21:20:00 +0800 +08,148.89,149.2,148.89,149.08,17369.376062599997,149.02,149.27,149.02,149.22,19271.994015
2019-01-04 21:21:00 +0800 +08,149.09,149.28,149.08,149.2,21916.943184199987,149.23,149.43,149.19,149.43,27593.735492999993
2019-01-04 21:22:00 +0800 +08,149.27,149.35,149.22,149.26,11371.720575000001,149.33,149.45,149.33,149.38,17425.989508000002
2019-01-04 21:23:00 +0800 +08,149.23,149.32,149.15,149.25,19355.7026765,149.38,149.42,149.33,149.36,18171.920683
2019-01-04 21:24:00 +0800 +08,149.26,149.38,149.25,149.3,26277.9974533,149.37,149.39,149.34,149.39,25578.812533
2019-01-04 21:25:00 +0800 +08,149.29,149.4,149.25,149.3,26842.296756500004,149.39,149.47,149.38,149.47,12554.866969
2019-01-04 21:26:00 +0800 +08,149.31,149.46,149.23,149.4,14791.1615883,149.45,149.53,149.41,149.49,26254.384797999995
2019-01-04 21:27:00 +0800 +08,149.39,149.39,149.33,149.33,13929.8156965,149.53,149.53,149.46,149.53,26650.175005
2019-01-04 21:28:00 +0800 +08,149.36,149.39,149.27,149.36,21550.151042500005,149.5,149.52,149.44,149.52,21879.439061
2019-01-04 21:29:00 +0800 +08,149.36,149.46,149.35,149.39,13204.800192099998,149.53,149.53,149.5,149.5,9498.615887999998
2019-01-04 21:30:00 +0800 +08,149.38,149.39,149.36,149.38,21665.416465600003,149.5,149.58,149.49,149.51,22944.147984999996
2019-01-04 21:31:00 +0800 +08,149.38,150,149.36,149.92,21919.608224699998,149.5,149.9,149.5,149.84,20746.372326000004
2019-01-04 21:32:00 +0800 +08,149.76,150.03,149.73,149.87,28991.138289000006,149.97,150.05,149.91,150.01,25928.98651
2019-01-04 21:33:00 +0800 +08,149.93,150.02,149.87,149.97,21435.213356099997,150.01,150.09,150.01,150.08,26188.155009000002
2019-01-04 21:34:00 +0800 +08,149.98,150.24,149.94,150.24,16092.726745100003,150.07,150.38,150.02,150.31,25554.896259
2019-01-04 21:35:00 +0800 +08,150.26,150.61,150.26,150.53,123421.25306560002,150.34,150.66,150.34,150.63,37166.432647
2019-01-04 21:36:00 +0800 +08,150.54,150.65,150.35,150.47,24671.766978300006,150.6,150.68,150.51,150.51,22072.999461
2019-01-04 21:37:00 +0800 +08,150.42,150.44,150.08,150.1,33470.1698916,150.51,150.55,150.35,150.43,15366.669216
2019-01-04 21:38:00 +0800 +08,150.14,150.21,150.09,150.16,27275.533684800004,150.41,150.47,150.36,150.39,24678.032248999996
2019-01-04 21:39:00 +0800 +08,150.17,150.17,150.05,150.05,22271.0771398,150.39,150.39,150.26,150.3,15631.721045
2019-01-04 21:40:00 +0800 +08,150.06,150.12,150.05,150.09,18769.422136899993,150.28,150.4,150.26,150.34,18450.251901000003
2019-01-04 21:41:00 +0800 +08,150.06,150.2,150.06,150.19,13375.6979183,150.33,150.44,150.3,150.38,16020.298834999998
2019-01-04 21:42:00 +0800 +08,150.19,150.2,150.07,150.07,37719.808771100004,150.41,150.44,150.3,150.37,20410.488102
2019-01-04 21:43:00 +0800 +08,150.07,150.1,149.74,149.81,55787.47575050004,150.33,150.39,150.09,150.21,23279.709619999998
2019-01-04 21:44:00 +0800 +08,149.92,149.96,149.83,149.84,11034.86808,150.11,150.19,150.02,150.06,14373.628157
2019-01-04 21:45:00 +0800 +08,149.83,149.84,149.7,149.7,18478.4029973,150.07,150.11,149.89,149.97,16778.836736
2019-01-04 21:46:00 +0800 +08,149.73,149.75,149.36,149.55,37630.21133460002,149.93,150.03,149.7,149.75,23666.856681000005
2019-01-04 21:47:00 +0800 +08,149.5,149.55,149.41,149.5,20372.2853479,149.78,149.88,149.65,149.7,28078.457750000005
2019-01-04 21:48:00 +0800 +08,149.49,149.74,149.46,149.56,55233.9632085,149.7,149.89,149.54,149.75,18424.317724999997
2019-01-04 21:49:00 +0800 +08,149.59,149.71,149.46,149.48,46367.30457880001,149.8,149.84,149.58,149.7,28179.244389
2019-01-04 21:50:00 +0800 +08,149.5,149.57,149.43,149.44,29865.2986965,149.7,149.77,149.64,149.77,16507.821562999998
2019-01-04 21:51:00 +0800 +08,149.49,149.52,149.4,149.5,27738.988565900003,149.7,149.92,149.64,149.7,8300.740923
2019-01-04 21:52:00 +0800 +08,149.52,149.68,149.47,149.58,38074.8183396,149.75,149.83,149.63,149.77,11919.745342999999
2019-01-04 21:53:00 +0800 +08,149.54,149.85,149.5,149.59,27420.562833400003,149.79,149.99,149.76,149.76,21944.231272999994
2019-01-04 21:54:00 +0800 +08,149.59,149.74,149.5,149.72,25754.508630399996,149.77,150,149.77,149.9,15782.329223000002
2019-01-04 21:55:00 +0800 +08,149.65,149.79,149.64,149.78,13022.368101400003,149.88,150,149.83,149.96,22191.364301999998
2019-01-04 21:56:00 +0800 +08,149.77,150.25,149.77,150.01,32883.05401739999,149.98,150.18,149.98,150.12,16382.976523999996
2019-01-04 21:57:00 +0800 +08,150,150.02,149.63,149.69,29769.79637349999,150.12,150.15,149.88,149.88,25643.972169999997
2019-01-04 21:58:00 +0800 +08,149.69,149.76,149.6,149.65,36876.8517522,149.92,149.95,149.83,149.9,29459.203859000005
2019-01-04 21:59:00 +0800 +08,149.65,149.65,149.37,149.45,20878.991543699998,149.94,149.94,149.61,149.69,22547.243221999994
2019-01-04 22:00:00 +0800 +08,149.47,149.56,149.38,149.38,29561.58918510001,149.68,149.82,149.63,149.63,31065.777026
2019-01-04 22:01:00 +0800 +08,149.38,149.61,149.36,149.61,19395.410099999994,149.63,149.78,149.53,149.78,26426.260363999994
2019-01-04 22:02:00 +0800 +08,149.59,149.66,149.5,149.55,22990.10578330001,149.81,149.86,149.69,149.73,25722.92820700001
2019-01-04 22:03:00 +0800 +08,149.54,149.83,149.5,149.52,21173.459506599993,149.75,149.87,149.62,149.71,27365.08423
2019-01-04 22:04:00 +0800 +08,149.54,149.75,149.53,149.7,34740.339435899994,149.72,149.91,149.72,149.9,9310.052918
2019-01-04 22:05:00 +0800 +08,149.7,149.75,149.61,149.69,25371.195369999998,149.93,149.93,149.8,149.85,15352.026865999998
2019-01-04 22:06:00 +0800 +08,149.7,149.87,149.65,149.79,17977.298512600002,149.85,149.89,149.72,149.88,31666.235590000004
2019-01-04 22:07:00 +0800 +08,149.74,149.8,149.64,149.68,24530.8676779,149.85,149.88,149.68,149.76,21021.081945
2019-01-04 22:08:00 +0800 +08,149.66,149.74,149.6,149.64,22962.003638799997,149.69,149.88,149.68,149.8,31645.845608
2019-01-04 22:09:00 +0800 +08,149.66,149.67,149.58,149.63,10874.583438500003,149.69,149.81,149.57,149.81,18772.293343000005
2019-01-04 22:10:00 +0800 +08,149.62,149.8,149.6,149.72,74019.53882149998,149.72,149.82,149.66,149.78,24578.047545
2019-01-04 22:11:00 +0800 +08,149.72,149.74,149.64,149.7,13111.724026200001,149.82,149.87,149.72,149.74,13452.353954999997
2019-01-04 22:12:00 +0800 +08,149.71,149.78,149.6,149.74,10230.545389399995,149.85,149.85,149.68,149.76,13786.564190000001
2019-01-04 22:13:00 +0800 +08,149.73,149.8,149.59,149.79,14777.0524382,149.84,149.91,149.74,149.87,21413.928264000002
2019-01-04 22:14:00 +0800 +08,149.79,149.92,149.79,149.87,24049.976052899998,149.87,149.98,149.87,149.89,4776.468801000001
2019-01-04 22:15:00 +0800 +08,149.9,150,149.86,149.96,18012.215450199998,149.94,149.98,149.91,149.91,13936.912813999996
2019-01-04 22:16:00 +0800 +08,149.93,149.97,149.78,149.78,16928.890923100003,149.98,150.03,149.8,149.81,9579.396347000002
2019-01-04 22:17:00 +0800 +08,149.81,149.83,149.55,149.58,19974.3220951,149.89,149.89,149.69,149.7,16197.055395000001
2019-01-04 22:18:00 +0800 +08,149.58,149.7,149.58,149.7,18237.421152700004,149.66,149.81,149.66,149.75,22666.547363
2019-01-04 22:19:00 +0800 +08,149.67,149.67,149.57,149.61,13586.0886896,149.68,149.72,149.6,149.68,21678.645174
2019-01-04 22:20:00 +0800 +08,149.59,149.66,149.54,149.64,15995.312332000001,149.71,149.82,149.66,149.74,21285.985252000002
2019-01-04 22:21:00 +0800 +08,149.61,149.67,149.54,149.6,11352.07604,149.78,149.78,149.69,149.72,17098.028948
2019-01-04 22:22:00 +0800 +08,149.6,149.68,149.54,149.64,19386.3087786,149.72,149.76,149.66,149.68,16869.774403000003
2019-01-04 22:23:00 +0800 +08,149.61,149.7,149.58,149.63,17054.9774273,149.68,149.83,149.68,149.78,20967.863554
2019-01-04 22:24:00 +0800 +08,149.65,149.65,149.57,149.6,12199.969052299999,149.8,149.84,149.68,149.72,27745.766896999998
2019-01-04 22:25:00 +0800 +08,149.63,149.77,149.55,149.71,9539.921996099998,149.72,149.88,149.72,149.81,17472.247243
2019-01-04 22:26:00 +0800 +08,149.72,149.81,149.72,149.73,8726.078457,149.81,149.94,149.77,149.86,6075.638474
2019-01-04 22:27:00 +0800 +08,149.76,149.82,149.69,149.7,15688.958246099999,149.88,149.91,149.73,149.73,14589.565868
2019-01-04 22:28:00 +0800 +08,149.69,149.7,149.53,149.55,14223.413927999998,149.8,149.85,149.64,149.68,24500.658798999997
2019-01-04 22:29:00 +0800 +08,149.54,149.55,148.94,149.11,31527.558680099995,149.62,149.74,149.22,149.25,12962.523395
2019-01-04 22:30:00 +0800 +08,149.11,149.26,148.97,149.17,13273.152896800004,149.25,149.38,149.24,149.31,26000.701115000003
2019-01-04 22:31:00 +0800 +08,149.14,149.17,148.9,148.96,15751.345982300001,149.29,149.29,149.02,149.06,27975.261648
2019-01-04 22:32:00 +0800 +08,148.95,148.95,148.54,148.65,13644.6390142,149.07,149.08,148.68,148.68,21219.94321300001
2019-01-04 22:33:00 +0800 +08,147.9,148.07,146.97,147.15,84333.65570489998,148.68,148.8,147.2,147.35,23764.507713000006
2019-01-04 22:34:00 +0800 +08,147.11,147.6,147.1,147.36,42905.75694520001,147.58,147.68,147.21,147.45,22681.705592000002
2019-01-04 22:35:00 +0800 +08,147.39,147.53,147.05,147.47,53200.601606300006,147.45,147.45,147.17,147.45,21021.583521
2019-01-04 22:36:00 +0800 +08,147.5,147.92,147.28,147.55,49616.57009179999,147.45,147.62,147.39,147.54,36004.394435
2019-01-04 22:37:00 +0800 +08,147.54,147.54,147.09,147.11,37204.32383880001,147.54,147.62,147.2,147.2,34004.76130199999
2019-01-04 22:38:00 +0800 +08,147.04,147.04,146.48,146.91,36155.1948919,147.2,147.23,146.81,146.92,24334.734366999997
2019-01-04 22:39:00 +0800 +08,146.91,147.32,146.84,147.03,28542.128913899996,146.92,147.27,146.81,146.95,14309.468898999994
2019-01-04 22:40:00 +0800 +08,147.01,147.15,146.9,147.1,31776.242688699997,146.95,147.13,146.92,147.07,21910.369759999998
2019-01-04 22:41:00 +0800 +08,147.13,147.46,147.1,147.23,24965.107159400002,147.09,147.27,147.05,147.19,18982.243826999995
2019-01-04 22:42:00 +0800 +08,147.25,147.29,147.09,147.1,23205.889481700004,147.26,147.26,146.95,147.06,16024.428137999992
2019-01-04 22:43:00 +0800 +08,147,147.01,146.13,146.46,24173.324522099996,147.06,147.06,146.51,146.58,25550.00812700001
2019-01-04 22:44:00 +0800 +08,146.35,146.38,145.51,145.51,31061.926851100005,146.59,146.59,145.51,145.53,11971.701770916
2019-01-04 22:45:00 +0800 +08,145.44,145.58,145.05,145.36,21458.775201699995,145.52,145.52,145.16,145.31,20965.039810000006
2019-01-04 22:46:00 +0800 +08,145.42,145.89,145.3,145.81,31076.6774722,145.31,145.74,145.22,145.64,14914.180639999995
2019-01-04 22:47:00 +0800 +08,145.81,146.06,145.61,145.97,38770.9741074,145.64,145.85,145.44,145.74,21086.808309000004
2019-01-04 22:48:00 +0800 +08,146.03,146.19,145.76,145.81,53636.407228999975,145.74,145.96,145.74,145.78,20532.363134000007
2019-01-04 22:49:00 +0800 +08,145.77,146.2,145.7,146.05,37998.992834000004,145.79,146.01,145.61,146,21846.012923
2019-01-04 22:50:00 +0800 +08,146.06,146.22,145.95,146.16,30842.780949000004,146,146.08,145.86,146.08,33657.741341999994
2019-01-04 22:51:00 +0800 +08,146.19,146.25,145.8,145.9,31181.6342118,146.08,146.12,145.68,145.73,30830.520036999995
2019-01-04 22:52:00 +0800 +08,145.91,146.01,145.68,145.71,38554.35330860001,145.83,145.87,145.68,145.7,29392.084776999996
2019-01-04 22:53:00 +0800 +08,145.78,146.32,145.78,146.24,32954.021111899994,145.76,146.13,145.76,146.13,32104.940149616
2019-01-04 22:54:00 +0800 +08,146.32,146.57,146.23,146.34,46933.95769859999,146.13,146.38,146.09,146.18,40564.04912
2019-01-04 22:55:00 +0800 +08,146.33,146.4,145.93,146.13,33429.41394210001,146.17,146.31,146.13,146.19,27970.950660999995
2019-01-04 22:56:00 +0800 +08,146.08,146.2,145.82,145.98,38653.819114199985,146.07,146.14,145.91,145.98,24273.523131999995
2019-01-04 22:57:00 +0800 +08,145.93,146,145.85,145.86,28843.044263400006,145.96,145.98,145.8,145.8,21624.124834
2019-01-04 22:58:00 +0800 +08,145.85,146.39,145.84,146.31,71992.08163730006,145.79,146.32,145.79,146.14,27994.236078
2019-01-04 22:59:00 +0800 +08,146.27,146.36,145.89,145.98,40254.40102880002,146.12,146.18,145.88,145.89,23918.552508000004
2019-01-04 23:00:00 +0800 +08,145.97,146.08,145.84,145.88,27340.292500699994,145.89,146.04,145.8,145.89,25548.126853
2019-01-04 23:01:00 +0800 +08,145.97,145.97,144.8,144.83,50225.73796059999,145.82,145.97,144.95,144.95,36099.282414
2019-01-04 23:02:00 +0800 +08,144.83,145.58,144.66,145.16,65453.49556919999,144.8,145.53,144.76,145.24,18529.717612
2019-01-04 23:03:00 +0800 +08,145.2,145.35,145,145.33,31181.426912099996,145.09,145.36,145.09,145.3,31895.474850000002
2019-01-04 23:04:00 +0800 +08,145.31,145.58,145.28,145.51,39686.7544619,145.23,145.53,145.23,145.53,19837.230874999997
2019-01-04 23:05:00 +0800 +08,145.5,145.97,145.5,145.58,43904.50114399998,145.48,145.78,145.47,145.54,40443.614216
2019-01-04 23:06:00 +0800 +08,145.57,145.86,145.52,145.84,62072.646449399996,145.53,145.86,145.49,145.83,24701.650032
2019-01-04 23:07:00 +0800 +08,145.9,146.23,145.75,145.92,46098.615534,145.84,146.07,145.72,145.86,23120.245884
2019-01-04 23:08:00 +0800 +08,145.91,146.17,145.81,145.99,39758.9377158,145.91,145.98,145.75,145.98,23620.157449
2019-01-04 23:09:00 +0800 +08,146.01,146.18,146.01,146.1,59512.3514628,145.91,146.16,145.91,146,33992.781601999995
2019-01-04 23:10:00 +0800 +08,146.03,146.09,145.82,145.85,35346.789691299986,146,146,145.81,145.87,25583.43246400001
2019-01-04 23:11:00 +0800 +08,145.82,145.87,145.56,145.72,44598.67226040001,145.86,145.86,145.56,145.73,28953.280777
2019-01-04 23:12:00 +0800 +08,145.73,145.73,145.44,145.53,42424.324386900014,145.67,145.67,145.5,145.55,25023.139142000004
2019-01-04 23:13:00 +0800 +08,145.5,145.91,145.5,145.57,36954.854198600005,145.55,145.79,145.49,145.53,35037.12309399999
2019-01-04 23:14:00 +0800 +08,145.57,145.89,145.57,145.8,31801.2510461,145.53,145.75,145.53,145.75,30455.168106000005
2019-01-04 23:15:00 +0800 +08,145.74,146.09,145.74,145.88,29265.894242799997,145.72,145.94,145.66,145.8,20974.059126
2019-01-04 23:16:00 +0800 +08,145.81,146.18,145.79,146.1,36685.14277740001,145.79,146.09,145.74,146.03,18185.614773
2019-01-04 23:17:00 +0800 +08,146.1,146.28,146.09,146.2,35465.7029961,146.09,146.15,146.03,146.09,22466.76404
2019-01-04 23:18:00 +0800 +08,146.19,146.21,145.93,145.94,45513.06698360002,146.09,146.12,145.82,145.94,23109.389649000004
2019-01-04 23:19:00 +0800 +08,145.81,145.98,145.81,145.92,39984.0576897,145.91,145.94,145.83,145.88,17710.730217999997
2019-01-04 23:20:00 +0800 +08,145.92,145.96,145.82,145.9,35654.6659441,145.88,145.91,145.78,145.78,13174.709240999999
2019-01-04 23:21:00 +0800 +08,145.92,146.14,145.9,146.09,58275.26365519997,145.87,146.06,145.82,146,18544.539567000007
2019-01-04 23:22:00 +0800 +08,146.09,146.18,146.04,146.13,41779.81317190001,145.89,146.03,145.89,145.97,24685.256869999997
2019-01-04 23:23:00 +0800 +08,146.15,146.28,146.11,146.25,31740.148912299996,145.95,146.17,145.94,146.15,11153.473230999998
2019-01-04 23:24:00 +0800 +08,146.24,146.26,145.85,145.89,39520.8229154,146.17,146.17,145.72,145.79,24009.700172
2019-01-04 23:25:00 +0800 +08,145.81,145.83,145.53,145.72,30465.297438400004,145.76,145.76,145.55,145.62,31302.877306
2019-01-04 23:26:00 +0800 +08,145.69,145.89,145.59,145.8,32332.332730299993,145.6,145.82,145.56,145.8,16360.741409
2019-01-04 23:27:00 +0800 +08,145.8,145.93,145.76,145.79,42005.1479467,145.69,145.84,145.69,145.76,25001.473838000005
2019-01-04 23:28:00 +0800 +08,145.79,145.97,145.78,145.9,42984.239018099994,145.76,145.84,145.67,145.75,17519.226567
2019-01-04 23:29:00 +0800 +08,145.9,146,145.82,145.83,42437.55411990001,145.88,145.91,145.71,145.71,23209.418042999998
2019-01-04 23:30:00 +0800 +08,145.78,146.14,145.78,145.89,35789.81589279998,145.74,145.84,145.71,145.81,28356.850114000004
2019-01-04 23:31:00 +0800 +08,145.95,145.95,145.81,145.88,26944.5991063,145.81,145.9,145.71,145.82,15106.009924000004
2019-01-04 23:32:00 +0800 +08,145.87,146.17,145.87,146.16,23635.0966926,145.81,146.14,145.8,146.14,20847.208807
2019-01-04 23:33:00 +0800 +08,146.2,146.48,146.03,146.33,41609.52383420002,146.07,146.32,146.07,146.2,39228.710946
2019-01-04 23:34:00 +0800 +08,146.33,146.4,146.28,146.34,27391.26877039998,146.23,146.29,146.22,146.27,17594.328153000002
2019-01-04 23:35:00 +0800 +08,146.28,146.33,146.17,146.28,31912.276797100003,146.26,146.26,146.15,146.25,26118.399876
2019-01-04 23:36:00 +0800 +08,146.29,146.3,146.01,146.09,25338.276638299994,146.29,146.29,145.98,145.99,19934.766354999996
2019-01-04 23:37:00 +0800 +08,146.09,146.2,146.06,146.16,21066.653826199992,145.99,146.09,145.99,146.05,8149.34732
2019-01-04 23:38:00 +0800 +08,146.17,146.27,146.11,146.21,21619.9505817,146.05,146.22,146.03,146.15,19264.573176
2019-01-04 23:39:00 +0800 +08,146.21,146.3,146.17,146.25,21133.281753200008,146.15,146.18,146.06,146.18,15755.228753000001
2019-01-04 23:40:00 +0800 +08,146.29,146.4,146.29,146.35,13315.3491694,146.14,146.34,146.14,146.28,14562.698935999999
2019-01-04 23:41:00 +0800 +08,146.34,146.53,146.33,146.48,27660.3946624,146.28,146.34,146.24,146.34,21856.954141
2019-01-04 23:42:00 +0800 +08,146.5,146.72,146.47,146.65,23235.534416499995,146.34,146.55,146.34,146.52,17710.838870000007
2019-01-04 23:43:00 +0800 +08,146.65,146.7,146.55,146.64,37137.0271361,146.46,146.56,146.41,146.55,12234.91406
2019-01-04 23:44:00 +0800 +08,146.7,146.77,146.55,146.55,21854.075948200003,146.5,146.54,146.39,146.39,17518.264736999994
2019-01-04 23:45:00 +0800 +08,146.57,146.59,146.36,146.39,19713.1586901,146.41,146.44,146.19,146.19,17250.778225999995
2019-01-04 23:46:00 +0800 +08,146.38,146.48,146.35,146.45,27761.66785170001,146.25,146.36,146.19,146.36,12972.020044
2019-01-04 23:47:00 +0800 +08,146.48,146.63,146.45,146.6,25667.843890300002,146.22,146.46,146.22,146.42,15535.111952999998
2019-01-04 23:48:00 +0800 +08,146.61,146.61,146.51,146.58,32183.888553100005,146.43,146.46,146.32,146.38,17495.316837
2019-01-04 23:49:00 +0800 +08,146.58,146.6,146.33,146.35,26262.902967900005,146.42,146.42,146.19,146.22,12408.450453000001
2019-01-04 23:50:00 +0800 +08,146.36,146.36,146.22,146.31,27354.202329800002,146.27,146.27,146.12,146.16,12607.026162
2019-01-04 23:51:00 +0800 +08,146.3,146.49,146.3,146.34,25449.252378700003,146.21,146.31,146.19,146.31,12769.009826000003
2019-01-04 23:52:00 +0800 +08,146.35,146.46,146.34,146.4,36009.9929783,146.25,146.36,146.24,146.31,18700.53588
2019-01-04 23:53:00 +0800 +08,146.43,146.69,146.41,146.62,12239.096706999999,146.31,146.58,146.26,146.54,20199.529542000004
2019-01-04 23:54:00 +0800 +08,146.64,147.1,146.62,147.01,30641.698378799996,146.54,146.88,146.51,146.85,14962.179449000007
2019-01-04 23:55:00 +0800 +08,147,147.13,147,147.08,56786.3937808,146.85,147,146.75,146.86,22384.897104000003
2019-01-04 23:56:00 +0800 +08,147.05,147.1,146.89,146.91,19480.748780799997,147,147,146.73,146.81,30016.156680999997
2019-01-04 23:57:00 +0800 +08,146.91,147.05,146.9,147,20115.420464299998,146.74,146.89,146.64,146.87,14925.454160000003
2019-01-04 23:58:00 +0800 +08,147,147.19,147,147.12,25885.589088000008,146.87,147,146.82,146.94,10977.30819
2019-01-04 23:59:00 +0800 +08,147.12,147.37,147.12,147.3,24531.784643199993,146.89,147.12,146.89,147.06,14870.332185000001
2019-01-05 00:00:00 +0800 +08,147.3,147.32,147.02,147.12,35146.674661699995,147.09,147.12,146.93,146.97,29965.98212399999
